"year","name","college","pos","height_in","weight_lbs","wonderlic","x40_yard","bench_press","vert_leap_in","broad_jump_in","shuttle","x3cone"
2011,"Sam Acho","Texas","OLB",73.63,262,NA,4.67,23,33.5,112,4.32,6.69
2011,"Darvin Adams","Auburn","WR",74.13,190,NA,4.56,NA,NA,NA,9.99,9.99
2011,"Olufemi Ajiboye","South Carolina","DT",73.38,297,NA,5.31,23,24,91,4.71,7.72
2011,"Anthony Allen","Georgia Tech","RB",72.75,228,NA,4.56,24,41.5,120,4.06,6.79
2011,"Armando Allen","Notre Dame","RB",68.25,199,NA,4.52,23,NA,NA,9.99,9.99
2011,"Cortez Allen","Citadel (SC)","CB",73.25,197,NA,4.5,18,35.5,129,4.01,6.76
2011,"Prince Amukamara","Nebraska","CB",72,206,NA,4.38,15,38,128,4.08,6.97
2011,"David Arkin","Missouri State","OG",76.75,300,NA,5.31,25,29,103,4.63,7.6
2011,"Matt Asiata","Utah","RB",71,229,NA,4.77,22,30,104,4.37,7.09
2011,"Marvin Austin","North Carolina","DT",73.63,309,NA,4.84,38,30.5,112,4.4,7.33
2011,"Akeem Ayers","UCLA","OLB",74.5,254,NA,4.81,18,31,116,4.28,7.49
2011,"Allen Bailey","Miami (FL)","DE",75,285,NA,4.71,27,36.5,117,4.56,7.43
2011,"Brandon Bair","Oregon","DE",77.88,276,NA,4.92,26,28,114,4.37,7.07
2011,"Jon Baldwin","Pittsburgh","WR",76.38,228,14,4.49,20,42,129,4.34,7.07
2011,"Christian Ballard","Iowa","DE",75.75,283,NA,4.75,NA,31.5,111,4.51,7.54
2011,"Joseph Barksdale","Louisiana State","OT",76.75,325,NA,5.31,29,29,103,4.75,8.27
2011,"Ryan Bartholomew","Syracuse","C",73.13,302,NA,4.93,34,26.5,92,4.62,7.62
2011,"Jeremy Beal","Oklahoma","ILB",74.25,262,NA,5.14,22,28.5,106,4.46,7.2
2011,"Nick Bellore","Central Michigan","ILB",73,245,NA,4.84,23,32.5,109,4,6.98
2011,"Damien Berry","Miami (FL)","RB",70.25,211,NA,4.58,23,33.5,120,4.12,7
2011,"Armon Binns","Cincinnati","WR",75,209,NA,4.5,13,31.5,118,4.31,6.86
2011,"Ahmad Black","Florida","SS",69.5,184,NA,4.7,18,35.5,119,4.2,6.85
2011,"Clint Boling","Georgia","OG",76.63,308,NA,5.28,28,31,102,4.64,7.66
2011,"Justin Boren","Ohio State","OG",74.88,309,NA,5.4,28,NA,NA,4.75,7.57
2011,"DaQuan Bowers","Clemson","DE",75.38,280,NA,4.64,22,NA,NA,9.99,9.99
2011,"Allen Bradford","Southern California","RB",70.88,242,NA,4.53,28,29,113,4.39,6.97
2011,"James Brewer","Indiana","OT",78.25,323,NA,5.21,25,26,100,4.81,7.84
2011,"Niles Brinkley","Wisconsin","CB",69.5,193,NA,4.54,15,33.5,120,9.99,7.23
2011,"Chykie Brown","Texas","CB",71.25,190,NA,4.49,NA,36.5,120,4,6.5
2011,"Curtis Brown","Texas","CB",71.63,185,NA,4.51,10,39.5,128,4,6.59
2011,"DeAndre Brown","Southern Mississippi","WR",77.63,233,NA,4.59,20,29,117,4.33,6.93
2011,"Jalil Brown","Colorado","CB",72.63,204,NA,4.52,24,35.5,116,4.25,6.85
2011,"Vincent Brown","San Diego State","WR",71.25,187,NA,4.68,12,33.5,121,4.25,6.64
2011,"Kendric Burney","North Carolina","CB",69.38,186,NA,4.71,14,32.5,112,9.99,9.99
2011,"Brandon Burton","Utah","CB",71.63,190,NA,4.5,18,32,118,4.07,6.93
2011,"Stephen Burton","West Texas A&M","WR",73.38,221,NA,4.5,19,34.5,117,4.31,7.04
2011,"Mario Butler","Georgia Tech","CB",72.13,182,NA,4.65,NA,30.5,120,4.37,7.09
2011,"Jordan Cameron","Southern California","TE",77.25,254,NA,4.53,23,37.5,119,4.03,6.82
2011,"Marcus Cannon","Texas Christian","OT",77,358,NA,5.26,33,30.5,105,4.97,8.07
2011,"Gabe Carimi","Wisconsin","OT",79,314,NA,5.18,29,31.5,109,9.99,9.99
2011,"Rashad Carmichael","Virginia Tech","CB",70,192,NA,4.53,13,31,116,4.06,6.69
2011,"James Carpenter","Alabama","OT",76.38,321,NA,5.22,23,NA,NA,9.99,9.99
2011,"Bruce Carter","North Carolina","OLB",73.5,241,NA,4.57,25,NA,NA,9.99,9.99
2011,"Chris Carter","Frenso State (CA)","OLB",73.13,248,NA,4.58,27,36,114,4.34,6.88
2011,"Delone Carter","Syracuse","RB",68.63,222,NA,4.54,27,37,120,4.07,6.92
2011,"Quinton Carter","Oklahoma","FS",72.63,208,NA,4.57,23,34.5,121,4.06,7.05
2011,"Jurrell Casey","Southern California","DT",72.63,300,NA,5.04,26,27.5,101,4.78,7.51
2011,"Anthony Castonzo","Boston College","OT",79,311,NA,5.21,28,29.5,105,4.4,7.25
2011,"Shaun Chapas","Georgia","FB",74.13,247,NA,4.87,23,35.5,116,4.4,7.13
2011,"Chimdi Chekwa","Ohio State","CB",71.75,191,NA,4.38,NA,34.5,126,9.99,9.99
2011,"Ugo Chinasa","Oklahoma State","DE",76.88,264,NA,4.63,22,28,117,4.39,7.07
2011,"Charles Clay","Tulsa (OK)","FB",74.88,245,NA,4.69,18,33.5,118,4.15,7.07
2011,"John Clay","Wisconsin","RB",72.5,230,NA,4.83,NA,29,111,9.99,9.99
2011,"Adrian Clayborn","Iowa","DE",74.63,281,NA,4.78,NA,33,113,4.13,7.3
2011,"Randall Cobb","Kentucky","WR",70.25,191,NA,4.46,16,33.5,115,4.34,7.08
2011,"Ryan Colburn","Frenso State (CA)","QB",74.75,233,NA,5.12,NA,NA,NA,4.28,6.84
2011,"Chris Conte","California","FS",74.38,197,NA,4.52,18,35.5,127,4.19,7.01
2011,"Graig Cooper","Miami (FL)","RB",70,205,NA,4.6,18,NA,114,4.03,6.66
2011,"Vance Cuff","Georgia","CB",70,178,NA,4.53,NA,36,120,4.09,6.91
2011,"Chris Culliver","South Carolina","FS",72.38,199,NA,4.36,NA,38.5,123,4.08,6.88
2011,"Andy Dalton","Texas Christian","QB",74,215,29,4.83,NA,29.5,106,4.27,6.93
2011,"Wayne Daniels","Texas Christian","OLB",72.25,260,NA,5.03,NA,25,106,4.68,7.81
2011,"Marcell Dareus","Alabama","DT",75.13,319,NA,4.93,24,27,NA,4.62,7.83
2011,"Josh Davis","Georgia","OT",79.13,313,NA,5.5,NA,24,91,5.07,7.98
2011,"Mark Dell","Michigan State","WR",72.25,193,NA,4.54,14,NA,NA,9.99,9.99
2011,"Akeem Dent","Georgia","ILB",73,242,NA,4.78,24,37.5,123,9.99,9.99
2011,"Noel Devine","West Virginia","RB",67.5,179,NA,4.34,24,NA,NA,9.99,9.99
2011,"Pat Devlin","Delaware","QB",75.38,225,NA,4.81,NA,33,116,4.32,7.08
2011,"Demarcus Dobbs","Georgia","DE",74.25,281,NA,4.87,NA,31,107,4.37,7.22
2011,"Ray Dominguez","Arkansas","OG",76,334,NA,5.45,21,27.5,90,4.9,7.74
2011,"Tandon Doss","Indiana","WR",74,201,NA,4.56,14,NA,NA,9.99,9.99
2011,"Ras-I Dowling","Virginia","CB",73.38,198,NA,4.4,19,NA,NA,9.99,9.99
2011,"Shaun Draughn","North Carolina","RB",70.88,213,NA,4.73,21,34,118,4.2,7.15
2011,"Kenrick Ellis","Hampton (VA)","DT",76.88,346,NA,5.19,26,NA,NA,9.99,9.99
2011,"Ricky Elmore","Arizona","DE",76.5,255,NA,4.88,26,31.5,106,4.32,7.25
2011,"Nathan Enderle","Idaho","QB",76.13,240,NA,5.12,NA,25.5,102,4.46,7.13
2011,"Darren Evans","Virginia Tech","RB",72,227,NA,4.56,26,35,111,4.46,6.96
2011,"Nick Fairley","Auburn","DT",75.88,291,NA,4.84,NA,31,113,4.56,7.14
2011,"Mario Fannin","Auburn","RB",70.38,231,NA,4.37,21,37.5,115,4.21,6.99
2011,"Mason Foster","Washington","OLB",73.25,245,NA,4.75,22,31,110,4.45,7.14
2011,"Orlando Franklin","Miami (FL)","OT",77.5,316,NA,5.11,26,28.5,NA,9.99,9.99
2011,"Sione Fua","Stanford","DT",73.5,308,NA,5.28,30,24,101,4.54,7.54
2011,"Brandon Fusco","Slippery Rock (PA)","C",76,306,NA,5.18,26,28.5,108,4.43,7.29
2011,"Blaine Gabbert","Missouri","QB",76.38,234,42,4.61,NA,33.5,120,4.26,6.84
2011,"Charlie Gantt","Michigan State","TE",76,252,NA,4.85,27,30.5,112,4.4,7.15
2011,"Edmond Gates","Abilene Christian (TX)","WR",71.75,192,NA,4.31,16,40,131,9.99,9.99
2011,"Marcus Gilbert","Florida","OT",78.13,330,NA,5.41,30,NA,NA,9.99,9.99
2011,"Marcus Gilchrist","Clemson","CB",70,195,NA,4.45,26,38.5,119,4.12,6.81
2011,"DeJon Gomes","Nebraska","SS",71.5,208,NA,4.5,13,31,110,9.99,9.99
2011,"Cameron Graham","Louisville","TE",75.13,244,NA,5,18,31,105,4.51,7.19
2011,"Adam Grant","Arizona","OT",78,325,NA,5.54,25,26.5,99,5,8.25
2011,"John Graves","Virginia Tech","DT",75,286,NA,5.09,29,28.5,114,4.49,7.49
2011,"A.J. Green","Georgia","WR",75.63,211,10,4.48,18,34.5,126,4.21,6.91
2011,"Alex Green","Hawaii","RB",72.25,225,NA,4.45,20,34,114,4.15,6.91
2011,"Virgil Green","Nevada","TE",75.38,249,NA,4.54,23,42.5,130,4.4,6.9
2011,"Tori Gurley","South Carolina","WR",76.13,216,NA,4.53,15,33.5,118,4.25,7.05
2011,"Lawrence Guy","Arizona State","DT",76.13,305,NA,4.96,28,29,NA,4.43,7.6
2011,"Eric Hagg","Nebraska","FS",73.38,209,NA,4.62,18,34.5,121,4.19,6.73
2011,"Chris Hairston","Clemson","OT",78.13,326,NA,5.38,33,29,96,4.7,7.9
2011,"Leonard Hankerson","Miami (FL)","WR",73.5,209,NA,4.4,14,36,117,4.21,6.94
2011,"Daniel Hardy","Idaho","TE",75.75,249,NA,4.77,18,NA,NA,9.99,9.99
2011,"Jamie Harper","Clemson","RB",71.38,233,NA,4.53,24,36.5,120,4.39,7.16
2011,"Brandon Harris","Miami (FL)","CB",69.5,191,NA,4.46,13,35.5,113,4.12,6.77
2011,"Dwayne Harris","East Carolina (NC)","WR",70.38,203,NA,4.53,10,34,111,4.21,6.77
2011,"Roy Helu","Nebraska","RB",71.5,219,NA,4.4,11,36.5,119,4.01,6.67
2011,"Ricky Henry","Nebraska","OG",74.75,308,NA,5.68,20,24,90,4.68,7.98
2011,"Sandon Herzlich","Boston College","OLB",76,244,NA,4.91,29,32.5,112,4.46,7.32
2011,"Cameron Heyward","Ohio State","DE",76.63,294,NA,4.92,NA,30,NA,9.99,9.99
2011,"Will Hill","Florida","FS",72.75,202,NA,4.64,NA,31,123,4.19,9.99
2011,"Jermale Hines","Ohio State","FS",73.13,219,NA,4.61,19,31,NA,4.21,6.9
2011,"Kyle Hix","Texas","OT",78.88,319,NA,5.44,24,32,104,4.78,7.77
2011,"Brandon Hogan","West Virginia","CB",70.25,192,NA,4.43,19,NA,NA,9.99,9.99
2011,"Doug Hogue","Syracuse","OLB",74.5,235,NA,4.62,18,36,121,4.57,7.09
2011,"Andre Holmes","Hillsdale (MI)","WR",76.38,210,NA,4.51,11,35,130,4.31,6.69
2011,"Ross Homan","Ohio State","OLB",72.75,240,NA,4.66,32,35.5,111,4.34,7.21
2011,"Davon House","New Mexico State","CB",72.5,200,NA,4.44,14,33.5,109,4.12,6.65
2011,"Rob Housler","Florida Atlantic","TE",77.38,248,NA,4.46,22,37,117,4.21,6.9
2011,"Justin Houston","Georgia","OLB",74.88,270,NA,4.62,30,36.5,125,4.37,6.95
2011,"Rodney Hudson","Florida State","C",74.38,299,NA,5.27,27,25.5,95,4.96,8.03
2011,"Kevin Hughes","Southeast Louisiana","OT",75.63,302,NA,5.31,22,29.5,95,4.97,8.29
2011,"Jeremiha Hunter","Iowa","OLB",72.5,239,NA,4.77,20,31.5,116,9.99,9.99
2011,"Kendall Hunter","Oklahoma State","RB",67.25,199,NA,4.46,24,35,122,4.21,6.74
2011,"Zach Hurd","Connecticut","OG",78.75,316,NA,5.28,NA,28,101,4.77,7.73
2011,"Maurice Hurt","Florida","OG",74.63,318,NA,5.34,18,NA,NA,9.99,9.99
2011,"Henry Hynoski","Pittsburgh","FB",72.38,257,NA,5.06,24,30.5,111,9.99,9.99
2011,"Mark Ingram","Alabama","RB",69.13,215,NA,4.62,21,31.5,113,4.62,7.13
2011,"Andrew Jackson","Frenso State (CA)","OG",77,299,NA,5.27,25,28,98,4.65,7.55
2011,"Jaiquawn Jarrett","Temple","FS",71.88,198,NA,4.62,14,30,113,4.14,6.95
2011,"Lestar Jean","Florida Atlantic","WR",75,215,NA,4.61,14,37.5,113,4.43,7.45
2011,"Jarvis Jenkins","Clemson","DT",76,310,NA,5.03,17,26.5,98,4.83,7.42
2011,"Jerrel Jernigan","Troy (AL)","WR",68.88,185,NA,4.46,11,37.5,117,4.25,7.07
2011,"Carl Johnson","Florida","OG",77,361,NA,5.4,25,25.5,96,5.03,9.99
2011,"Jeron Johnson","Boise State","SS",70.25,212,NA,4.51,23,NA,NA,9.99,9.99
2011,"Jerrod Johnson","Texas A&M","QB",77.13,251,NA,4.75,NA,29,119,4.31,7.28
2011,"Ronald Johnson","Southern California","WR",71.25,199,NA,4.46,16,NA,NA,9.99,9.99
2011,"Greg Jones","Michigan State","ILB",72.13,242,NA,4.75,21,31.5,117,4.27,7.21
2011,"Julio Jones","Alabama","WR",74.75,220,NA,4.34,17,38.5,135,4.25,6.66
2011,"Taiwan Jones","Eastern Washington","RB",71.63,194,NA,4.53,13,32,115,4.33,7.25
2011,"Cameron Jordan","California","DE",76.13,287,NA,4.74,25,31,117,4.37,7.07
2011,"Colin Kaepernick","Nevada","QB",76.63,233,NA,4.53,NA,32.5,115,4.18,6.85
2011,"Jason Kelce","Cincinnati","C",74.63,280,NA,4.89,NA,30.5,110,4.14,7.22
2011,"Lance Kendricks","Wisconsin","TE",74.88,243,NA,4.65,25,34.5,122,4.15,6.94
2011,"Shiloh Keo","Idaho","SS",71.25,219,NA,4.74,24,32.5,110,3.9,6.55
2011,"Jeremy Kerley","Texas Christian","WR",69.5,189,NA,4.56,16,34.5,120,9.99,9.99
2011,"Patrick Kerrigan","Purdue","DE",75.88,267,NA,4.67,31,33.5,122,4.39,7.18
2011,"Daniel Kilgore","Appalachian State (NC)","OG",75.25,308,NA,5.28,23,32.5,105,4.68,7.59
2011,"Jarriel King","South Carolina","OT",77,317,NA,5.03,23,30,114,4.77,7.6
2011,"Karl Klug","Iowa","DE",75,275,NA,4.79,22,NA,NA,9.99,9.99
2011,"Joe Lefeged","Rutgers","SS",71.63,210,NA,4.42,18,36.5,122,4.13,6.82
2011,"Mark LeGree","Appalachian State (NC)","FS",71.5,210,NA,4.49,21,31,116,4.09,6.9
2011,"Orie Lemon","Oklahoma State","ILB",72.75,242,NA,4.87,27,30,113,4.4,7.45
2011,"Mikel Leshoure","Illinois","RB",71.63,227,NA,4.56,21,38,122,4.4,6.82
2011,"Lazarius Levingston","Louisiana State","DE",75.5,292,NA,4.93,NA,29.5,104,4.62,7.29
2011,"Dion Lewis","Pittsburgh","RB",66.63,193,NA,4.56,17,34.5,112,4.18,6.9
2011,"Alex Linnenkohl","Oregon State","C",73.75,304,NA,5.36,24,26.5,89,4.62,7.67
2011,"Greg Little","North Carolina","WR",74.5,231,NA,4.51,27,40.5,129,4.21,6.8
2011,"Corey Liuget","Illinois","DT",74.13,298,NA,4.97,27,27.5,102,4.68,7.48
2011,"Greg Lloyd","Connecticut","ILB",73.13,246,NA,4.8,22,32,109,4.46,7.17
2011,"Derrick Locke","Kentucky","RB",68.25,188,NA,4.37,16,37.5,118,4.15,6.98
2011,"Jake Locker","Washington","QB",74.5,231,20,4.51,NA,35,115,4.12,6.77
2011,"Ricardo Lockette","Fort Valley State (GA)","WR",74.13,211,NA,4.34,NA,35.5,127,4.19,7.15
2011,"DeMarcus Love","Arkansas","OT",76.38,315,NA,5.18,27,26.5,97,4.84,7.84
2011,"Scott Lutrus","Connecticut","OLB",74.38,241,NA,4.68,NA,38,121,4.09,6.89
2011,"Jeff Maehl","Oregon","WR",72.88,190,NA,4.56,NA,33.5,115,3.94,6.42
2011,"Ryan Mallett","Arkansas","QB",78.75,253,26,5.24,NA,24,103,9.99,9.99
2011,"Owen Marecic","Stanford","FB",72.5,248,NA,4.87,22,28.5,102,4.56,7.1
2011,"Curtis Marsh","Utah State","CB",72.5,197,NA,4.42,12,37.5,123,4.07,6.87
2011,"Casey Matthews","Oregon","ILB",72.88,231,NA,4.78,13,NA,NA,9.99,9.99
2011,"Cliff Matthews","South Carolina","DE",75.5,257,NA,4.81,17,32,112,4.37,7.21
2011,"Byron Maxwell","Clemson","CB",72.25,202,NA,4.43,24,33,124,9.99,9.99
2011,"Colin McCarthy","Miami (FL)","ILB",73.38,238,NA,4.59,23,36.5,119,4.2,6.93
2011,"Terrell McClain","South Florida","DT",73.63,297,NA,4.98,29,28,104,4.56,7.48
2011,"DeAndre McDaniel","Clemson","SS",72.13,217,NA,4.63,NA,35,116,9.99,9.99
2011,"Greg McElroy","Alabama","QB",73.88,220,43,4.84,NA,33,107,4.45,7.11
2011,"Andrew McGee","Oklahoma State","CB",71.25,195,NA,4.71,NA,34,117,9.99,9.99
2011,"Pernell McPhee","Mississippi State","DE",74.63,278,NA,4.91,20,28.5,107,4.59,7.13
2011,"Bruce Miller","Central Florida","OLB",73.38,254,NA,4.81,35,31,113,4.34,7.05
2011,"Von Miller","Texas A&M","OLB",74.63,246,NA,4.42,21,37,126,4.06,6.7
2011,"Dontay Moch","Nevada","OLB",73.38,248,NA,4.4,21,42,128,4.38,7.09
2011,"John Moffitt","Wisconsin","OG",76.25,319,NA,5.51,23,30.5,102,4.53,7.79
2011,"Michael Mohamed","California","ILB",75,239,NA,4.65,21,32,115,4,6.7
2011,"Denarius Moore","Tennessee","WR",71.63,194,NA,4.43,13,36,118,4.15,6.78
2011,"Rahim Moore","UCLA","FS",71.75,202,NA,4.58,11,35,115,3.96,6.98
2011,"Adrian Moten","Maryland","OLB",73.63,228,NA,4.53,18,31,114,4.21,7.05
2011,"Jonas Mouton","Michigan","OLB",73,239,NA,4.84,NA,31.5,115,4.34,7.08
2011,"Orenthal Murdock","Fort Hays State (KS)","WR",70.5,197,NA,4.53,15,34.5,116,4.37,9.99
2011,"DeMarco Murray","Oklahoma","RB",71.63,213,NA,4.37,21,34.5,130,4.18,7.28
2011,"Chris Neild","West Virginia","DT",73.75,319,NA,5.06,30,29,106,4.46,7.56
2011,"Drake Nevis","Louisiana State","DT",72.63,294,NA,5.06,31,30.5,112,4.65,7.71
2011,"Cam Newton","Auburn","QB",77,248,21,4.56,NA,35,126,4.18,6.92
2011,"Derek Newton","Arkansas State","OT",76.88,311,NA,5,24,25.5,100,5,7.76
2011,"Kris O'Dowd","Southern California","C",76.13,304,NA,5.12,31,32.5,105,4.59,7.67
2011,"Schuylar Oordt","Northern Iowa","TE",77.75,261,NA,4.63,18,36,119,4.25,6.83
2011,"Cheta Ozougwu","Rice (TX)","DE",73.63,247,NA,4.84,26,34.5,119,4.31,7.06
2011,"Stephen Paea","Oregon State","DT",73.25,303,NA,4.98,49,NA,NA,9.99,9.99
2011,"Martin Parker","Richmond (VA)","DT",74.13,303,NA,4.95,22,29,104,4.57,7.56
2011,"Johnny Patrick","Louisville","CB",70.63,191,NA,4.59,13,32,110,4.16,9.99
2011,"Niles Paul","Nebraska","WR",72.88,224,NA,4.45,24,34.5,117,4.14,6.9
2011,"Michael Person","Montana State","OG",76.5,299,NA,5.07,21,28,108,4.5,7.44
2011,"Patrick Peterson","Louisiana State","CB",72.25,219,NA,4.31,15,38,126,4.07,6.58
2011,"Austin Pettis","Boise State","WR",74.63,209,NA,4.56,14,33.5,120,3.88,6.68
2011,"Zach Pianalto","North Carolina","TE",75.25,256,NA,4.78,22,32,108,4.41,6.85
2011,"Kealoha Pilares","Hawaii","WR",69.88,199,NA,4.56,19,NA,NA,9.99,9.99
2011,"Jason Pinkston","Pittsburgh","OT",75.38,317,NA,5.39,NA,26.5,98,4.91,7.88
2011,"Christian Ponder","Florida State","QB",74,229,35,4.63,NA,34,116,4.09,6.85
2011,"Josh Portis","California (PA)","QB",74.88,211,NA,4.59,NA,40,126,4.12,6.84
2011,"Mike Pouncey","Florida","OG",77,303,NA,5.12,NA,25,96,4.64,7.66
2011,"Jerrell Powe","Mississippi","DT",73.75,335,NA,5.25,27,25,93,5.06,8.17
2011,"Bilal Powell","Louisville","RB",70.5,207,NA,4.52,18,NA,NA,9.99,9.99
2011,"Robert Quinn","North Carolina","DE",76,265,NA,4.62,22,34,116,4.4,7.13
2011,"Will Rackley","Lehigh (PA)","OG",75.25,309,NA,5.27,29,23.5,NA,4.94,7.91
2011,"Brooks Reed","Arizona","OLB",74.5,263,NA,4.65,30,30.5,113,4.28,7.11
2011,"D'Aundre Reed","Arizona","DE",75.88,261,NA,4.84,30,35.5,119,4.32,7.24
2011,"Jah Reid","Central Florida","OT",79.13,327,NA,5.32,28,29.5,111,4.65,7.73
2011,"Allen Reisner","Iowa","TE",74.25,248,NA,4.9,14,28,108,4.59,7.31
2011,"Stevan Ridley","Louisiana State","RB",71.25,225,NA,4.65,18,36,118,4.21,6.78
2011,"Aldrick Robinson","Southern Methodist (TX)","WR",69.63,184,NA,4.35,17,40,126,4.09,6.65
2011,"Jacquizz Rodgers","Oregon State","RB",65.88,196,NA,4.59,NA,33,113,4.26,7.31
2011,"Justin Rogers","Richmond (VA)","CB",70.5,180,NA,4.45,14,33,114,4.2,7.21
2011,"Brian Rolle","Ohio State","OLB",69.63,229,NA,4.53,28,33,115,4.26,6.89
2011,"Evan Royster","Penn State","RB",71.63,212,NA,4.65,20,34,113,4.18,7.07
2011,"Chris Rucker","Michigan State","CB",72.5,195,NA,4.55,10,NA,NA,9.99,9.99
2011,"Kevin Rutland","Missouri","CB",71.63,190,NA,4.58,12,35.5,115,4.15,6.92
2011,"Brandon Saine","Ohio State","RB",71.25,220,NA,4.4,22,34.5,113,4.25,6.98
2011,"Greg Salas","Hawaii","WR",73.13,210,NA,4.53,15,37,120,4.1,6.65
2011,"DeMarco Sampson","San Diego State","WR",74,204,NA,4.69,14,NA,NA,9.99,9.99
2011,"Jock Sanders","West Virginia","WR",66.13,181,NA,4.5,19,34.5,121,4.13,6.78
2011,"Robert Sands","West Virginia","FS",76.38,217,NA,4.53,12,35,124,4.06,7.03
2011,"Dane Sanzenbacher","Ohio State","WR",71.38,182,NA,4.56,NA,33.5,118,3.97,6.46
2011,"Tyler Sash","Iowa","SS",72,211,NA,4.62,11,33,108,4.27,6.9
2011,"Weslye Saunders","South Carolina","TE",77.13,270,NA,4.82,19,33.5,116,9.99,9.99
2011,"Stephen Schilling","Michigan","OG",76.25,308,NA,5.18,30,25.5,98,4.62,7.73
2011,"Da'Rel Scott","Maryland","RB",71,211,NA,4.4,19,34,117,4.2,7.15
2011,"Da'Norris Searcy","North Carolina","SS",70.63,223,NA,4.55,27,33,120,4.09,6.87
2011,"Jabaal Sheard","Pittsburgh","DE",74.88,264,NA,4.68,NA,31,115,9.99,9.99
2011,"Kelvin Sheppard","Louisiana State","ILB",73.88,250,NA,4.64,22,33.5,110,4.28,9.99
2011,"Anthony Sherman","Connecticut","FB",70,242,NA,4.74,32,32.5,111,4.41,7.23
2011,"Richard Sherman","Stanford","CB",74.63,195,NA,4.54,16,38,125,4.33,6.82
2011,"Derek Sherrod","Mississippi State","OT",77.38,321,NA,5.18,23,28,97,4.63,7.43
2011,"Cecil Shorts","Mount Union (OH)","WR",71.75,205,NA,4.5,21,34.5,114,4.07,6.5
2011,"Tupaimoefitpo Siliga","Utah","DT",73.75,305,NA,5.04,29,29,NA,4.75,7.7
2011,"David Sims","Iowa State","SS",69.25,200,NA,4.5,24,37.5,120,4.28,9.99
2011,"Buster Skrine","Tennessee-Chattanooga","CB",69.5,186,NA,4.37,20,37,122,3.9,6.44
2011,"Aldon Smith","Missouri","DE",76.25,263,NA,4.74,20,34,118,4.5,7.19
2011,"Darryl Smith","Appalachian State (NC)","OLB",70.63,239,NA,4.75,20,31,104,4.45,7.35
2011,"Jimmy Smith","Colorado","CB",74.25,211,NA,4.42,24,36,123,4.06,6.93
2011,"Lee Smith","Marshall (WV)","TE",77.75,266,NA,4.94,25,29,108,4.28,7.16
2011,"Torrey Smith","Maryland","WR",72.88,204,NA,4.41,19,41,126,4.13,6.72
2011,"Tyron Smith","Southern California","OT",77,307,NA,5.08,29,NA,NA,9.99,9.99
2011,"Willie Smith","East Carolina (NC)","OT",77.38,310,NA,5.4,NA,30.5,106,4.83,7.95
2011,"Nate Solder","Colorado","OT",80.25,319,NA,4.96,21,32,110,4.34,7.44
2011,"Owen Spencer","North Carolina State","WR",73.88,195,NA,4.51,6,37.5,125,4.18,6.86
2011,"Ricky Stanzi","Iowa","QB",76.38,223,30,4.87,NA,32.5,110,4.43,6.95
2011,"Luke Stocker","Tennessee","TE",76.75,258,NA,4.68,27,33,115,4.4,7.03
2011,"Quan Sturdivant","North Carolina","ILB",73,241,NA,4.63,21,34,115,4.5,9.99
2011,"Jerrard Tarrant","Georgia Tech","FS",72.38,204,NA,4.57,14,33,116,4.21,6.92
2011,"Vai Taua","Nevada","RB",69.5,213,NA,4.65,20,34.5,112,4.18,6.89
2011,"Adrian Taylor","Oklahoma","DT",75.38,311,NA,4.96,34,NA,NA,9.99,9.99
2011,"Phil Taylor","Baylor","DT",75.25,334,NA,5.09,31,29.5,100,4.77,7.75
2011,"Tyrod Taylor","Virginia Tech","QB",72.75,217,NA,4.47,NA,37.5,126,4.09,6.78
2011,"Zane Taylor","Utah","C",74.5,309,NA,5.52,33,25.5,104,4.77,8.15
2011,"Daniel Thomas","Kansas State","RB",72.25,230,NA,4.63,21,NA,NA,9.99,9.99
2011,"James Thomas","West Virginia","OLB",73,241,NA,4.65,23,30.5,114,4.28,7.23
2011,"Josh Thomas","Buffalo","CB",70.25,191,NA,4.46,13,38.5,126,4.15,6.99
2011,"Julius Thomas","Portland State (OR)","TE",76.63,246,NA,4.64,16,35.5,111,4.31,6.96
2011,"Brandyn Thompson","Boise State","CB",69.25,189,NA,4.5,13,33.5,114,4.12,6.66
2011,"Isaiah Thompson","Houston","OG",75.38,300,NA,6,23,25,82,5.56,9.04
2011,"Cedric Thornton","Southern Arkansas","DT",75.13,309,NA,5.25,23,27,101,4.71,7.7
2011,"Jordan Todman","Connecticut","RB",68.88,203,NA,4.4,25,38,126,4.18,7.24
2011,"Terrance Toliver","Louisiana State","WR",75.5,212,NA,4.52,NA,32,122,4.03,6.48
2011,"Scott Tolzien","Wisconsin","QB",74,212,NA,4.92,NA,29.5,116,4.12,6.84
2011,"Devon Torrence","Ohio State","CB",71.63,199,NA,4.68,NA,33,111,4.09,6.95
2011,"Jeff Van Camp","Florida Atlantic","QB",77,218,NA,4.83,NA,31,114,4.16,6.87
2011,"Demarcus Van Dyke","Miami (FL)","CB",72.75,176,NA,4.25,5,33.5,NA,4.09,6.97
2011,"Julian Vandervelde","Iowa","OG",73.88,301,NA,5.12,23,31,104,4.59,7.46
2011,"Shane Vereen","California","RB",70.25,210,NA,4.49,31,34,115,4.28,6.95
2011,"Danny Watkins","Baylor","OG",75.38,310,NA,5.36,29,26,92,4.62,7.61
2011,"Justin Watt","Wisconsin","DE",77.38,290,NA,4.81,34,37,120,4.21,6.88
2011,"Ryan Whalen","Stanford","WR",73.13,202,NA,4.53,18,38.5,123,4.09,6.67
2011,"Chris White","Mississippi State","ILB",74.75,240,NA,4.68,17,34,115,4.25,6.95
