"ticker","ref.date","price.close"
"MMM",2016-11-14,172.910004
"MMM",2016-11-15,174.240005
"MMM",2016-11-16,172.009995
"MMM",2016-11-17,172.770004
"MMM",2016-11-18,172.960007
"MMM",2016-11-21,171.520004
"MMM",2016-11-22,171.910004
"MMM",2016-11-23,172.25
"MMM",2016-11-25,173.490005
"MMM",2016-11-28,172.5
"MMM",2016-11-29,172.770004
"MMM",2016-11-30,171.740005
"MMM",2016-12-01,172.630005
"MMM",2016-12-02,172.429993
"MMM",2016-12-05,171.619995
"MMM",2016-12-06,171.800003
"MMM",2016-12-07,176.050003
"MMM",2016-12-08,175.880005
"MMM",2016-12-09,178.490005
"MMM",2016-12-12,179.639999
"MMM",2016-12-13,178.830002
"MMM",2016-12-14,176.600006
"MMM",2016-12-15,176.020004
"MMM",2016-12-16,177.449997
"MMM",2016-12-19,178.160004
"MMM",2016-12-20,178.649994
"MMM",2016-12-21,178.429993
"MMM",2016-12-22,179.199997
"MMM",2016-12-23,178.75
"MMM",2016-12-27,178.919998
"MMM",2016-12-28,178.080002
"MMM",2016-12-29,178.410004
"MMM",2016-12-30,178.570007
"MMM",2017-01-03,178.050003
"MMM",2017-01-04,178.320007
"MMM",2017-01-05,177.710007
"MMM",2017-01-06,178.229996
"MMM",2017-01-09,177.270004
"MMM",2017-01-10,176.580002
"MMM",2017-01-11,177.889999
"MMM",2017-01-12,177.440002
"MMM",2017-01-13,177.389999
"MMM",2017-01-17,177.259995
"MMM",2017-01-18,178.490005
"MMM",2017-01-19,178.679993
"MMM",2017-01-20,178.490005
"MMM",2017-01-23,178.509995
"MMM",2017-01-24,175.970001
"MMM",2017-01-25,176.729996
"MMM",2017-01-26,176.820007
"MMM",2017-01-27,177.479996
"MMM",2017-01-30,175.419998
"MMM",2017-01-31,174.820007
"MMM",2017-02-01,175.169998
"MMM",2017-02-02,174.179993
"MMM",2017-02-03,175.039993
"MMM",2017-02-06,175.100006
"MMM",2017-02-07,175.759995
"MMM",2017-02-08,177.070007
"MMM",2017-02-09,178.179993
"MMM",2017-02-10,179
"MMM",2017-02-13,181.020004
"MMM",2017-02-14,181.600006
"MMM",2017-02-15,181.699997
"MMM",2017-02-16,183.410004
"MMM",2017-02-17,182.949997
"MMM",2017-02-21,183.369995
"MMM",2017-02-22,186.039993
"MMM",2017-02-23,187.190002
"MMM",2017-02-24,187.410004
"MMM",2017-02-27,186.910004
"MMM",2017-02-28,186.350006
"MMM",2017-03-01,189.860001
"MMM",2017-03-02,189.889999
"MMM",2017-03-03,189.309998
"MMM",2017-03-06,188.899994
"MMM",2017-03-07,189.089996
"MMM",2017-03-08,189.509995
"MMM",2017-03-09,189.899994
"MMM",2017-03-10,191.210007
"MMM",2017-03-13,191.520004
"MMM",2017-03-14,190.330002
"MMM",2017-03-15,191.199997
"MMM",2017-03-16,190.309998
"MMM",2017-03-17,192.360001
"MMM",2017-03-20,193.009995
"MMM",2017-03-21,192.130005
"MMM",2017-03-22,192.220001
"MMM",2017-03-23,192.139999
"MMM",2017-03-24,191.509995
"MMM",2017-03-27,190.429993
"MMM",2017-03-28,190.990005
"MMM",2017-03-29,190.679993
"MMM",2017-03-30,191.279999
"MMM",2017-03-31,191.330002
"MMM",2017-04-03,190.720001
"MMM",2017-04-04,190.190002
"MMM",2017-04-05,190.240005
"MMM",2017-04-06,189.889999
"MMM",2017-04-07,189.990005
"MMM",2017-04-10,189.710007
"MMM",2017-04-11,190.070007
"MMM",2017-04-12,189.699997
"MMM",2017-04-13,188.649994
"MMM",2017-04-17,190.360001
"MMM",2017-04-18,190.220001
"MMM",2017-04-19,189.830002
"MMM",2017-04-20,191.160004
"MMM",2017-04-21,191.5
"MMM",2017-04-24,194.229996
"MMM",2017-04-25,195.130005
"MMM",2017-04-26,195
"MMM",2017-04-27,196.110001
"MMM",2017-04-28,195.830002
"MMM",2017-05-01,194.809998
"MMM",2017-05-02,196.529999
"MMM",2017-05-03,197.630005
"MMM",2017-05-04,199.509995
"MMM",2017-05-05,199.399994
"MMM",2017-05-08,198.649994
"MMM",2017-05-09,197.960007
"MMM",2017-05-10,196.639999
"MMM",2017-05-11,196.75
"MMM",2017-05-12,196.570007
"MMM",2017-05-15,197.630005
"MMM",2017-05-16,197.910004
"MMM",2017-05-17,194.839996
"MMM",2017-05-18,195.240005
"MMM",2017-05-19,195.800003
"MMM",2017-05-22,198.509995
"MMM",2017-05-23,197.729996
"MMM",2017-05-24,197.490005
"MMM",2017-05-25,199.539993
"MMM",2017-05-26,200.669998
"MMM",2017-05-30,202.440002
"ABT",2016-11-14,39.200001
"ABT",2016-11-15,39.810001
"ABT",2016-11-16,39.950001
"ABT",2016-11-17,40.389999
"ABT",2016-11-18,39.84
"ABT",2016-11-21,39.759998
"ABT",2016-11-22,38.099998
"ABT",2016-11-23,38.98
"ABT",2016-11-25,39.16
"ABT",2016-11-28,38.740002
"ABT",2016-11-29,38.73
"ABT",2016-11-30,38.07
"ABT",2016-12-01,37.599998
"ABT",2016-12-02,37.900002
"ABT",2016-12-05,38.43
"ABT",2016-12-06,38.419998
"ABT",2016-12-07,38.48
"ABT",2016-12-08,38.68
"ABT",2016-12-09,39.200001
"ABT",2016-12-12,39.200001
"ABT",2016-12-13,39.439999
"ABT",2016-12-14,38.82
"ABT",2016-12-15,38.93
"ABT",2016-12-16,38.099998
"ABT",2016-12-19,38.34
"ABT",2016-12-20,38.189999
"ABT",2016-12-21,38.240002
"ABT",2016-12-22,38.290001
"ABT",2016-12-23,38.419998
"ABT",2016-12-27,38.599998
"ABT",2016-12-28,38.220001
"ABT",2016-12-29,38.310001
"ABT",2016-12-30,38.41
"ABT",2017-01-03,39.049999
"ABT",2017-01-04,39.360001
"ABT",2017-01-05,39.700001
"ABT",2017-01-06,40.779999
"ABT",2017-01-09,40.740002
"ABT",2017-01-10,41.290001
"ABT",2017-01-11,41.080002
"ABT",2017-01-12,40.720001
"ABT",2017-01-13,40.93
"ABT",2017-01-17,40.900002
"ABT",2017-01-18,40.759998
"ABT",2017-01-19,40.400002
"ABT",2017-01-20,40.459999
"ABT",2017-01-23,40.34
"ABT",2017-01-24,40.310001
"ABT",2017-01-25,40.310001
"ABT",2017-01-26,40.959999
"ABT",2017-01-27,41
"ABT",2017-01-30,41.009998
"ABT",2017-01-31,41.77
"ABT",2017-02-01,42.330002
"ABT",2017-02-02,42.75
"ABT",2017-02-03,42.779999
"ABT",2017-02-06,42.43
"ABT",2017-02-07,42.889999
"ABT",2017-02-08,42.400002
"ABT",2017-02-09,42.540001
"ABT",2017-02-10,42.740002
"ABT",2017-02-13,43.220001
"ABT",2017-02-14,43.650002
"ABT",2017-02-15,44
"ABT",2017-02-16,44.200001
"ABT",2017-02-17,44.689999
"ABT",2017-02-21,45.009998
"ABT",2017-02-22,45.009998
"ABT",2017-02-23,45.400002
"ABT",2017-02-24,45.68
"ABT",2017-02-27,45.459999
"ABT",2017-02-28,45.080002
"ABT",2017-03-01,45.59
"ABT",2017-03-02,45.689999
"ABT",2017-03-03,45.25
"ABT",2017-03-06,45.130001
"ABT",2017-03-07,45
"ABT",2017-03-08,45.360001
"ABT",2017-03-09,45.630001
"ABT",2017-03-10,45.720001
"ABT",2017-03-13,45.529999
"ABT",2017-03-14,44.799999
"ABT",2017-03-15,45.32
"ABT",2017-03-16,44.98
"ABT",2017-03-17,45.189999
"ABT",2017-03-20,44.98
"ABT",2017-03-21,44.799999
"ABT",2017-03-22,44.810001
"ABT",2017-03-23,44.77
"ABT",2017-03-24,44.73
"ABT",2017-03-27,44.700001
"ABT",2017-03-28,44.700001
"ABT",2017-03-29,44.669998
"ABT",2017-03-30,44.549999
"ABT",2017-03-31,44.41
"ABT",2017-04-03,44.470001
"ABT",2017-04-04,44.18
"ABT",2017-04-05,43.799999
"ABT",2017-04-06,43.669998
"ABT",2017-04-07,43.830002
"ABT",2017-04-10,43.59
"ABT",2017-04-11,43.580002
"ABT",2017-04-12,43.48
"ABT",2017-04-13,42.669998
"ABT",2017-04-17,43.310001
"ABT",2017-04-18,43.43
"ABT",2017-04-19,43.59
"ABT",2017-04-20,43.98
"ABT",2017-04-21,43.529999
"ABT",2017-04-24,44.130001
"ABT",2017-04-25,43.759998
"ABT",2017-04-26,43.799999
"ABT",2017-04-27,43.650002
"ABT",2017-04-28,43.639999
"ABT",2017-05-01,43.48
"ABT",2017-05-02,43.599998
"ABT",2017-05-03,43.720001
"ABT",2017-05-04,44.59
"ABT",2017-05-05,44.639999
"ABT",2017-05-08,44.68
"ABT",2017-05-09,44.669998
"ABT",2017-05-10,44.5
"ABT",2017-05-11,43.860001
"ABT",2017-05-12,43.959999
"ABT",2017-05-15,44.040001
"ABT",2017-05-16,43.689999
"ABT",2017-05-17,43.080002
"ABT",2017-05-18,42.98
"ABT",2017-05-19,43.16
"ABT",2017-05-22,43.73
"ABT",2017-05-23,43.68
"ABT",2017-05-24,43.529999
"ABT",2017-05-25,43.950001
"ABT",2017-05-26,44.709999
"ABT",2017-05-30,45
"ABBV",2016-11-14,62.970001
"ABBV",2016-11-15,62.869999
"ABBV",2016-11-16,61.540001
"ABBV",2016-11-17,61.700001
"ABBV",2016-11-18,60.52
"ABBV",2016-11-21,60.419998
"ABBV",2016-11-22,58.93
"ABBV",2016-11-23,60.18
"ABBV",2016-11-25,60.509998
"ABBV",2016-11-28,59.459999
"ABBV",2016-11-29,61.59
"ABBV",2016-11-30,60.799999
"ABBV",2016-12-01,59.16
"ABBV",2016-12-02,59.43
"ABBV",2016-12-05,60.860001
"ABBV",2016-12-06,61.619999
"ABBV",2016-12-07,59.990002
"ABBV",2016-12-08,60.900002
"ABBV",2016-12-09,61.540001
"ABBV",2016-12-12,62.040001
"ABBV",2016-12-13,61.990002
"ABBV",2016-12-14,61.669998
"ABBV",2016-12-15,62.02
"ABBV",2016-12-16,62.220001
"ABBV",2016-12-19,62.220001
"ABBV",2016-12-20,62.16
"ABBV",2016-12-21,61.450001
"ABBV",2016-12-22,61.66
"ABBV",2016-12-23,62.34
"ABBV",2016-12-27,62.5
"ABBV",2016-12-28,62.27
"ABBV",2016-12-29,62.73
"ABBV",2016-12-30,62.619999
"ABBV",2017-01-03,62.41
"ABBV",2017-01-04,63.290001
"ABBV",2017-01-05,63.77
"ABBV",2017-01-06,63.790001
"ABBV",2017-01-09,64.209999
"ABBV",2017-01-10,64.07
"ABBV",2017-01-11,61.139999
"ABBV",2017-01-12,61.279999
"ABBV",2017-01-13,61.990002
"ABBV",2017-01-17,61.860001
"ABBV",2017-01-18,61.66
"ABBV",2017-01-19,61.380001
"ABBV",2017-01-20,61.150002
"ABBV",2017-01-23,60.959999
"ABBV",2017-01-24,60.580002
"ABBV",2017-01-25,61.380001
"ABBV",2017-01-26,61.27
"ABBV",2017-01-27,60
"ABBV",2017-01-30,60.43
"ABBV",2017-01-31,61.110001
"ABBV",2017-02-01,60.889999
"ABBV",2017-02-02,60.889999
"ABBV",2017-02-03,60.669998
"ABBV",2017-02-06,60.650002
"ABBV",2017-02-07,60.560001
"ABBV",2017-02-08,60.52
"ABBV",2017-02-09,60.84
"ABBV",2017-02-10,60.419998
"ABBV",2017-02-13,60.509998
"ABBV",2017-02-14,60.82
"ABBV",2017-02-15,61.650002
"ABBV",2017-02-16,61.48
"ABBV",2017-02-17,61.77
"ABBV",2017-02-21,61.830002
"ABBV",2017-02-22,61.360001
"ABBV",2017-02-23,61.939999
"ABBV",2017-02-24,62.09
"ABBV",2017-02-27,62.220001
"ABBV",2017-02-28,61.84
"ABBV",2017-03-01,62.830002
"ABBV",2017-03-02,63.25
"ABBV",2017-03-03,63.34
"ABBV",2017-03-06,63.549999
"ABBV",2017-03-07,63.689999
"ABBV",2017-03-08,64.139999
"ABBV",2017-03-09,64.5
"ABBV",2017-03-10,65.879997
"ABBV",2017-03-13,65.849998
"ABBV",2017-03-14,65.669998
"ABBV",2017-03-15,66.550003
"ABBV",2017-03-16,65.900002
"ABBV",2017-03-17,65.690002
"ABBV",2017-03-20,65.800003
"ABBV",2017-03-21,65.349998
"ABBV",2017-03-22,65.519997
"ABBV",2017-03-23,65.650002
"ABBV",2017-03-24,65.620003
"ABBV",2017-03-27,66.099998
"ABBV",2017-03-28,65.980003
"ABBV",2017-03-29,65.769997
"ABBV",2017-03-30,65.459999
"ABBV",2017-03-31,65.160004
"ABBV",2017-04-03,65.029999
"ABBV",2017-04-04,65.110001
"ABBV",2017-04-05,64.959999
"ABBV",2017-04-06,65.080002
"ABBV",2017-04-07,65.540001
"ABBV",2017-04-10,64.970001
"ABBV",2017-04-11,64.18
"ABBV",2017-04-12,64.370003
"ABBV",2017-04-13,64.129997
"ABBV",2017-04-17,64.309998
"ABBV",2017-04-18,63.650002
"ABBV",2017-04-19,63.450001
"ABBV",2017-04-20,63.779999
